"","Player","Min","Gls","Ast","PK","PKatt","Sh","SoT","CrdY","CrdR","Touches","Tkl","Int","Blocks","xG_Expected","npxG_Expected","xAG_Expected","SCA_SCA","GCA_SCA","Cmp_Passes","Att_Passes","Cmp_percent_Passes","Prog_Passes","Succ_Dribbles","Att_Dribbles","Fls","Fld","Off","Crs","TklW","OG","PKwon","PKcon","Club"
"2147","Luiz Henrique",741,0,1,0,0,16,6,1,0,315,22,6,8,1.3,1.3,0.9,13,1,142,193,855.1,5,15,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148","Luka Gugeshashvili",NA,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2149","Luka Ivanušec",959,0,0,0,0,8,4,2,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150","Luka Jović",NA,3,0,0,1,27,8,3,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151","Luka Juricic",352,2,0,0,0,2,2,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2152","Luka Lochoshvili",964,0,1,0,0,4,1,1,0,556,27,14,19,0.3,0.3,1,12,2,348,436,963.2,25,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153","Luka Menalo",111,0,1,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2154","Luka Milivojević",279,0,0,0,0,5,0,0,0,194,9,6,8,0.2,0.2,0,1,0,127,155,714.2,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155","Luka Modrić",1359,5,2,2,2,21,4,4,0,1315,18,13,11,4.7,3.1,3.1,56,5,1040,1191,1662.5,93,11,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156","Luka Romero",119,1,0,0,0,3,1,0,0,85,0,3,3,0.7,0.7,0.1,3,0,55,61,184.8,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157","Luka Sučić",398,0,0,0,0,14,4,2,0,259,5,4,9,1.1,1.1,0.5,15,0,151,199,367.3,18,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2158","Luka Uskoković",18,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2159","Lukáš Hejda",933,1,0,0,0,3,1,3,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160","Lukáš Hrádecký",1799,0,0,0,0,0,0,1,1,724,0,0,0,0,0,0,0,0,514,682,1517.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161","Lukáš Kalvach",1032,0,2,0,0,4,2,2,0,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162","Lukas Klostermann",111,0,0,0,0,4,1,0,0,71,2,0,0,0.3,0.3,0,1,1,50,63,166.7,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163","Lukas Kübler",422,2,0,0,0,5,3,0,0,281,8,4,4,0.7,0.7,0,4,0,163,242,336.7,13,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164","Lukas Lerager",624,1,0,0,0,9,6,3,0,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165","Lukas Nmecha",817,4,0,0,0,21,7,3,0,280,5,3,4,3.1,3.1,0.2,24,2,119,181,747.9,9,9,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166","Lukáš Pauschek",263,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2167","Lukas Petkov",146,0,0,0,0,2,0,1,0,61,5,1,4,0,0,0,3,0,18,34,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2168","Łukasz Fabiański",1243,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,1,0,292,408,1070.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2169","Łukasz Poręba",202,0,1,0,0,3,0,1,0,113,3,2,2,0.6,0.6,0.5,6,2,80,97,346.6,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170","Łukasz Skorupski",1350,0,0,0,0,0,0,2,0,581,1,0,0,0,0,0,2,0,423,544,1174,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171","Luke Ayling",159,0,1,0,0,3,0,0,0,109,6,2,4,0.1,0.1,0.1,3,1,68,89,NA,8,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172","Luke Harris",7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,7,175,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173","Luke Shaw",1027,0,2,0,0,5,2,3,0,986,18,15,16,0.1,0.1,2,33,5,755,904,1086,56,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174","Luke Thomas",273,0,0,0,0,0,0,1,0,214,5,5,5,0,0,0,5,1,152,186,345.2,16,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2175","Lumbardh Dellova",210,0,0,0,0,0,0,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2176","Luuk de Jong",345,1,2,0,0,5,2,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,1,2,2,0,NA,NA,NA
"2177","Lyanco",236,0,0,0,0,3,1,2,0,165,5,3,7,0.1,0.1,0,3,0,93,129,NA,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178","Lynnt Audoor",11,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,3,6,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179","M'Bala Nzola",1350,7,0,1,1,34,13,4,0,474,6,4,13,4.7,3.9,0.8,27,0,228,286,1194.9,20,8,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180","M'Baye Niang",555,2,0,1,1,12,4,1,2,199,3,0,4,1.7,0.9,0,5,0,80,125,674,5,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181","Mads Bech Sørensen",20,0,0,0,0,0,0,0,0,14,0,1,0,0,0,0,1,0,7,11,216.7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182","Mads Døhr Thychosen",194,0,0,0,0,1,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,3,1,0,NA,NA,NA
"2183","Mads Mikkelsen",180,1,0,0,0,1,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2184","Mads Pedersen",694,0,0,0,0,1,0,1,0,359,17,11,16,0,0,0.3,14,1,171,262,814.4,11,4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2185","Mads Roerslev",433,0,0,0,0,1,0,0,0,187,6,2,9,0.1,0.1,0.5,7,1,94,143,346.2,10,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2186","Maghnes Akliouche",248,0,0,0,0,1,1,3,0,132,6,2,1,0.2,0.2,0.2,5,0,79,106,NA,11,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2187","Mahame Siby",90,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2188","Mahdi Camara",582,0,0,0,0,6,2,0,0,329,18,11,17,0.6,0.6,0.1,12,0,222,258,841.5,12,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2189","Mahir Madatov",104,0,0,0,0,3,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2190","Mahmoud Dahoud",182,0,0,0,0,3,0,0,0,146,8,4,4,0,0,0.1,1,0,92,121,232.4,10,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2191","Majid Hosseini",270,0,0,0,0,0,0,1,0,136,7,6,3,0,0,0,1,0,85,105,229.3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2192","Makoto Hasebe",464,0,0,0,0,0,0,2,0,335,7,5,7,0,0,0,2,0,229,276,620.3,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2193","Maksim Medvedev",359,0,0,0,0,0,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,0,0,1,NA,NA,NA
"2194","Maksim Plotnikaŭ",180,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2195","Maksim Skavysh",30,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2196","Malang Sarr",243,0,0,0,0,0,0,1,0,172,3,9,4,0,0,0,1,0,123,141,509.3,12,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197","Malcolm Ebiowei",34,0,0,0,0,0,0,0,0,21,1,0,2,0,0,0,1,0,5,10,150,0,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198","Malcom Abdulai Ares Djalo",5,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,3,0,7,7,100,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2199","Malick Thiaw",393,0,0,0,0,3,2,2,0,290,5,10,6,0.4,0.4,0,2,0,196,227,412.5,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200","Malik Abubakari",147,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2201","Malik Tillman",570,1,1,0,0,7,4,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202","Malo Gusto",1214,0,1,0,0,6,2,1,0,1204,30,21,19,0.2,0.2,2.2,32,2,877,1071,1139.6,44,13,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203","Mama Samba Baldé",1206,7,3,0,0,43,15,2,1,433,22,4,12,4.9,4.9,1.1,32,6,164,239,1045.9,14,21,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204","Mamadou Kané",151,0,0,0,0,0,0,2,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2205","Mamadou Lamine Danfa",241,1,0,0,0,1,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2206","Mamadou Mbaye",209,0,0,0,0,1,0,0,0,97,1,1,2,0.1,0.1,0,1,1,53,72,222.6,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2207","Mamadou Sakho",392,1,0,0,0,2,1,1,0,308,6,5,7,0.4,0.4,0,2,0,235,273,616.6,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208","Mamady Diarra",66,0,0,0,0,3,0,0,0,22,2,0,2,0.1,0.1,0,1,0,8,9,185.7,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209","Mamoudou Karamoko",58,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210","Mamuka Kobakhidze",41,0,0,0,0,0,0,2,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2211","Manolo Gabbiadini",573,1,1,0,0,22,7,2,0,244,2,1,3,1.8,1.8,1.1,15,1,116,186,840.5,13,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212","Manor Solomon",25,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,1,1,2,3,66.7,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2213","Manprit Sarkaria",194,0,0,0,0,4,2,2,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,6,0,0,NA,NA,NA
"2214","Mantas Kuklys",43,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2215","Manu Morlanes",NA,0,0,0,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2216","Manu Trigueros",250,0,0,0,0,2,1,1,0,150,4,1,2,0.1,0.1,0.1,2,0,122,134,563.4,10,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","Manu Vallejo",206,0,1,0,0,1,1,0,0,111,4,1,2,0,0,0.3,10,4,68,89,525.4,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2218","Manuel Akanji",1196,0,1,0,0,12,1,3,0,1145,26,9,14,0.8,0.8,0.3,16,0,964,1034,1300.1,41,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2219","Manuel da Costa",360,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2220","Manuel De Luca",33,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,5,7,71.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221","Manuel Gulde",80,0,0,0,0,0,0,0,0,54,1,2,0,0,0,0,0,0,38,46,158.2,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2222","Manuel Lanzini",126,0,0,0,0,2,0,0,0,89,0,0,1,0,0,0,2,0,68,83,415,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2223","Manuel Lazzari",992,0,0,0,0,1,0,4,0,668,22,12,12,0.1,0.1,0.2,11,2,505,573,1155.6,13,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2224","Manuel Locatelli",1191,0,0,0,0,18,5,3,0,836,34,17,23,0.8,0.8,0.9,28,3,578,687,1341.6,59,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2225","Manuel Martic",74,1,0,0,0,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2226","Manuel Miori",90,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2227","Manuel Neuer",1530,0,0,0,0,2,1,0,0,754,0,0,0,0.2,0.2,0,3,0,632,722,1505.5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2228","Manuel Riemann",1350,0,0,0,0,0,0,1,0,841,0,1,0,0,0,0,10,0,477,785,912,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2229","Manuel Sánchez",470,0,1,0,0,4,0,0,0,289,15,5,10,0.1,0.1,0.3,8,2,177,231,752.8,12,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2230","Manuel Ugarte Ribeiro",377,0,0,0,0,0,0,1,0,268,27,12,7,0,0,0,0,0,169,202,412.7,6,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2231","Maor Levi",15,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2232","Maranhão",370,1,0,0,0,15,2,2,1,94,4,0,2,1.3,1.2,0.4,8,0,30,45,NA,4,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2233","Marash Kumbulla",44,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,20,20,300,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2234","Marc-André ter Stegen",1710,0,0,0,0,0,0,0,0,714,0,1,0,0,0,0.1,5,1,590,678,1676.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2235","Marc-Oliver Kempf",1294,0,0,0,0,5,2,3,0,797,25,27,26,0.6,0.6,0.1,11,0,487,629,1173.3,33,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2236","Marc Albrighton",31,0,0,0,0,1,0,0,0,28,2,0,3,0,0,0,0,0,13,20,211.1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2237","Marc Bartra",123,0,0,0,0,1,0,1,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,3,1,0,NA,NA,NA
"2238","Marc Casado",24,0,0,0,0,0,0,0,0,33,0,0,2,0,0,0,0,0,26,29,89.7,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239","Marc Cucurella",1049,0,2,0,0,5,0,2,0,972,32,10,21,0.4,0.4,0.4,21,2,721,864,1446,30,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2240","Marc Guéhi",1260,0,0,0,0,4,1,5,0,1044,16,18,21,0.2,0.2,0.1,10,0,807,908,1220.4,38,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2241","Marc Hornschuh",95,0,0,0,0,0,0,2,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,NA,NA,NA
"2242","Marc Roca",1031,1,1,0,0,14,6,3,0,727,31,14,12,0.7,0.7,0.2,17,2,488,617,1090,68,8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2243","Marcão",583,0,0,0,0,0,0,2,0,436,9,6,10,0,0,0,2,1,325,375,600.2,16,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2244","Marcel Halstenberg",755,0,1,0,0,5,1,0,0,669,19,8,10,0,0,0.6,12,1,505,596,1240,28,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245","Marcel Sabitzer",907,1,1,0,0,25,8,5,0,731,36,15,7,1.8,1.8,0.3,20,1,528,611,1635.9,46,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2246","Marcel Tisserand",129,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2247","Marcel Wenig",4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,9,10,90,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2248","Marcelo Brozović",974,2,0,0,0,13,5,5,0,905,21,13,21,2,2,0.4,21,2,691,794,1206,42,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2249","Marcin Bułka",180,0,0,0,0,0,0,0,0,71,0,1,0,0,0,0,0,0,54,67,163.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2250","Marcin Kamiński",90,0,0,0,0,0,0,0,0,30,0,3,2,0,0,0,0,0,13,17,76.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251","Marcin Listkowski",77,0,0,0,0,1,0,0,0,34,0,3,0,0.1,0.1,0,1,0,16,24,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252","Marco Asensio",571,4,3,0,0,24,8,0,0,400,7,4,5,2.6,2.6,3.1,27,7,288,339,NA,23,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253","Marco Benassi",93,0,0,0,0,0,0,0,0,112,3,1,0,0,0,0.1,1,0,91,105,175.7,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2254","Marco Bizot",1260,0,0,0,0,0,0,2,0,407,0,0,1,0,0,0,2,0,266,370,1010.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255","Marco Carnesecchi",540,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,109,173,380.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2256","Marco D'Alessandro",265,0,0,0,0,4,1,1,0,116,3,1,0,0.3,0.3,0.2,8,1,69,96,504.8,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257","Marco Friedl",1154,0,0,0,0,1,0,3,1,904,23,35,21,0,0,0.3,15,1,632,779,1115.8,47,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2258","Marco Pašalić",11,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,0,6,7,85.7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2259","Marco Reus",811,3,3,0,0,18,4,2,0,384,19,3,8,2.3,2.3,1.4,26,4,224,292,814.9,12,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2260","Marco Richter",527,3,2,0,0,20,8,3,0,247,9,7,8,1.7,1.7,0.4,15,5,93,149,740.3,9,9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2261","Marco Rosa",109,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2262","Marco Silvestri",1350,0,0,0,0,0,0,0,0,460,1,1,0,0,0,0,4,0,325,422,1162.4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263","Marco Sportiello",533,0,0,0,0,0,0,0,0,221,1,0,0,0,0,0,1,0,167,213,475,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2264","Marco van Ginkel",51,0,0,0,0,3,0,1,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,NA,NA,NA
"2265","Marco Verratti",1494,0,1,0,0,5,2,9,0,1905,66,19,36,0.3,0.3,0.8,35,8,1632,1744,1778.7,127,23,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2266","Marcos Acuña",880,0,1,0,0,11,0,4,1,647,31,14,10,0.3,0.3,1.6,26,2,391,551,1120.7,26,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2267","Marcos Alonso",853,1,0,0,0,3,1,1,0,898,11,12,12,1,1,0.9,16,2,736,811,1075.8,39,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2268","Marcos Antônio",267,0,0,0,0,0,0,1,0,193,3,3,2,0,0,0,1,0,148,165,724.3,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2269","Marcos Llorente",874,1,0,0,0,9,1,1,0,502,16,10,9,0.7,0.7,1.5,26,1,348,423,910.8,22,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2270","Marcos Senesi",939,0,0,0,0,1,0,1,0,572,22,16,16,0.1,0.1,0.2,7,1,360,452,955.6,12,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2271","Marcus Coco",219,0,0,0,0,3,0,0,0,136,7,6,6,0.3,0.3,0.3,6,0,69,97,NA,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2272","Marcus Edwards",282,1,2,0,0,6,4,0,0,123,2,1,1,0.7,0.7,0.6,11,3,68,91,358.6,9,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2273","Marcus Ingvartsen",457,4,0,1,1,15,5,0,0,187,1,1,5,2.3,1.5,0.1,4,1,71,113,608.2,6,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2274","Marcus Rashford",1234,7,2,0,0,41,19,1,0,531,8,3,14,5.4,5.4,2,31,3,275,375,1243.4,24,23,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2275","Marcus Tavernier",1283,2,4,0,0,25,8,1,0,697,25,4,15,1.5,1.5,2.1,34,7,346,506,1037.4,19,30,68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2276","Marcus Thuram",1379,10,3,0,0,56,30,2,0,461,8,5,8,9.4,9.4,1.9,39,8,187,259,NA,18,25,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277","Marek Rodák",180,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,29,61,95.8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278","Marián Tvrdoň",90,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,31,50,62,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279","Mariano",30,0,0,0,0,1,0,0,0,15,1,0,0,0.3,0.3,0.4,1,0,6,11,NA,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280","Marin Jakoliš",28,0,0,0,0,2,1,0,0,14,1,0,0,0.1,0.1,0,2,0,4,7,57.1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2281","Marin Magdic",180,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2282","Marin Pongračić",790,0,0,0,0,1,0,2,0,436,16,16,4,0,0,0.1,6,0,296,361,736.4,14,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2283","Mario Čuže",135,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2284","Mario Gila",90,0,0,0,0,0,0,0,0,71,3,3,0,0,0,0,0,0,56,61,365.2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2285","Mario Götze",1613,2,3,0,0,17,5,0,0,1110,27,10,18,1.7,1.7,3.9,65,12,706,943,1559.9,59,11,33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2286","Mario Hermoso",278,2,0,0,0,5,2,4,1,222,1,5,4,1,1,0.1,4,0,167,188,515.9,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2287","Mario Lemina",721,0,0,0,0,5,2,1,1,652,30,9,13,0.3,0.3,0.1,9,1,516,576,970.9,31,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2288","Mario Pašalić",922,1,2,0,0,9,3,1,0,433,17,14,9,1.6,1.6,1.7,27,5,275,339,1323.3,34,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","Mario Pavelic",570,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA
"2290","Mário Rui",1152,0,6,0,0,8,3,3,0,1088,20,15,10,0.5,0.5,3,57,10,823,1003,1219.6,67,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2291","Mario Suárez",6,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,3,66.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
