"","Player","Min","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes"
"1449","Kendall Waston",135,52,52,0,0,0,0,0,0,0,0,0,0,44,0,0
"1450","Kenedy",15,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
"1451","Kenji-Van Boto",90,30,26,4,2,0,0,2,2,0,0,0,0,23,0,1
"1452","Kenneth Taylor",422,248,236,8,3,1,0,6,4,1,0,0,0,213,4,2
"1453","Kenny Tete",708,365,274,89,8,0,1,18,81,0,0,0,0,267,2,14
"1454","Kepa Arrizabalaga",855,332,252,80,17,0,1,0,0,0,0,0,0,255,0,0
"1455","Kerem Demirbay",1051,760,662,94,34,1,3,72,7,48,21,23,0,571,4,13
"1456","Kerim Calhanoglu",63,42,25,17,2,0,0,2,14,1,0,1,0,30,0,3
"1457","Keven Schlotterbeck",14,6,5,1,1,0,0,0,0,0,0,0,0,6,0,0
"1458","Kevin-Prince Boateng",108,65,53,11,3,1,0,2,5,0,0,0,0,51,1,0
"1459","Kevin Agudelo",977,312,300,7,1,2,1,14,2,2,0,2,0,221,5,12
"1460","Kevin Akpoguma",836,423,404,19,10,0,5,5,9,0,0,0,0,331,0,7
"1461","Kevin Álvarez",65,22,15,7,0,0,0,1,7,0,0,0,0,16,0,1
"1462","Kevin Behrens",449,155,151,2,0,0,0,2,0,0,0,0,0,96,2,6
"1463","Kevin Bonifazi",416,251,242,9,9,0,3,1,0,0,0,0,0,215,0,1
"1464","Kevin Danso",1350,936,902,34,27,1,1,0,3,0,0,0,0,832,0,6
"1465","Kevin De Bruyne",1575,998,889,103,31,20,21,146,21,51,11,28,1,709,6,27
"1466","Kevin Diks",270,141,126,15,1,0,1,2,14,0,0,0,0,102,0,3
"1467","Kévin Gameiro",1065,434,410,23,1,3,1,13,2,0,0,0,0,343,1,17
"1468","Kevin Jauch",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1469","Kevin Kampl",904,674,653,19,17,2,2,3,2,0,0,0,0,619,2,9
"1470","Kévin Keben Biakolo",304,120,93,27,1,0,1,5,26,0,0,0,0,96,0,5
"1471","Kevin Lasagna",842,125,117,5,1,0,0,6,0,0,0,0,0,68,3,8
"1472","Kevin Mbabu",144,94,71,23,0,0,1,7,23,0,0,0,0,68,0,2
"1473","Kevin Paredes",177,53,49,4,1,0,0,2,3,0,0,0,0,40,0,2
"1474","Kevin Schade",182,55,54,1,0,0,0,3,0,0,0,0,0,26,0,4
"1475","Kevin Spadanuda",461,113,109,4,0,0,1,2,4,0,0,0,0,90,0,0
"1476","Kevin Stöger",1203,755,619,127,50,7,6,72,12,46,17,24,0,525,9,15
"1477","Kévin Théophile-Catherine",75,43,40,3,0,0,0,0,3,0,0,0,0,32,0,1
"1478","Kevin Trapp",1890,567,383,179,44,0,4,0,0,0,0,0,0,365,5,0
"1479","Kevin Vázquez",71,35,34,1,0,0,0,1,1,0,0,0,0,27,0,1
"1480","Kevin Vogt",1191,853,795,54,38,0,8,1,1,0,0,0,0,759,4,0
"1481","Kevin Volland",283,92,91,0,0,1,0,1,0,0,0,0,0,59,1,3
"1482","Keylor Navas",180,68,43,25,5,0,0,0,0,0,0,0,0,39,0,0
"1483","Keysher Fuller",180,42,36,6,1,0,0,1,5,0,0,0,0,29,0,0
"1484","Khalil Fayad",329,193,189,4,4,1,1,1,0,0,0,0,0,158,0,2
"1485","Khéphren Thuram-Ulie",908,588,578,6,5,0,2,6,1,0,0,0,0,515,4,6
"1486","Khvicha Kvaratskhelia",1235,438,423,12,3,8,6,25,9,0,0,0,0,325,3,12
"1487","Kieffer Moore",975,285,268,17,0,0,1,5,0,0,0,0,0,173,0,9
"1488","Kieran Tierney",354,241,212,27,1,0,1,7,26,0,0,0,0,180,2,4
"1489","Kieran Trippier",1530,1226,937,284,66,8,6,140,141,77,28,30,9,926,5,20
"1490","Kiernan Dewsbury-Hall",1134,602,584,14,5,3,11,29,1,7,7,0,0,451,4,12
"1491","Kike",428,88,84,3,0,0,0,1,1,0,0,0,0,62,1,1
"1492","Kike Barja",287,125,122,3,0,0,1,26,2,1,0,0,0,85,0,5
"1493","Kike Pérez",966,544,488,51,27,2,13,32,12,11,6,4,0,415,5,16
"1494","Kiko Femenía",847,554,456,95,15,0,1,24,80,0,0,0,0,469,3,12
"1495","Kilian Fischer",114,56,43,13,0,0,0,2,13,0,0,0,0,41,0,2
"1496","Kiliann Sildillia",1159,654,525,128,11,1,3,14,117,0,0,0,0,477,1,17
"1497","Kim Jin-su",180,79,60,19,0,0,0,11,19,0,0,0,0,55,0,2
"1498","Kim Min-jae",1979,1504,1467,34,33,1,22,3,1,0,0,0,0,1325,3,11
"1499","Kim Moonhwan",180,152,121,31,1,0,0,11,30,0,0,0,0,125,0,1
"1500","Kim Seung-gyu",180,57,39,18,6,0,0,0,0,0,0,0,0,41,0,0
"1501","Kim Young-gwon",180,109,105,4,4,0,6,1,0,0,0,0,0,93,0,0
"1502","Kingsley Coman",813,430,419,8,0,3,3,30,5,3,0,3,0,347,3,6
"1503","Kingsley Ehizibue",408,203,172,31,2,0,1,9,29,0,0,0,0,147,0,8
"1504","Kingsley Schindler",489,252,206,45,0,0,1,16,42,3,1,1,0,155,1,16
"1505","Ko Itakura",595,436,426,10,8,1,1,1,2,0,0,0,0,392,0,3
"1506","Koen Casteels",1350,659,453,205,59,0,5,0,0,0,0,0,0,510,1,0
"1507","Koffi Djidji",1074,599,582,14,4,0,9,10,9,0,0,0,0,509,3,10
"1508","Koke",1033,727,697,24,17,3,6,14,4,1,0,0,0,615,6,9
"1509","Komnen Andrić",1012,301,271,28,0,0,4,1,0,0,0,0,0,229,2,8
"1510","Koni De Winter",535,229,215,14,7,0,0,0,1,0,0,0,0,202,0,1
"1511","Konrad Laimer",415,184,173,9,5,2,1,4,4,0,0,0,0,142,2,6
"1512","Konstantinos Mavropanos",1147,701,585,112,31,1,23,3,81,0,0,0,0,560,4,10
"1513","Koray Günter",1003,422,400,21,20,0,3,3,1,0,0,0,0,323,1,5
"1514","Kostas Stafylidis",372,153,138,15,3,1,4,8,12,0,0,0,0,117,0,4
"1515","Kostas Tsimikas",708,538,390,147,17,0,1,90,93,37,10,26,0,398,1,14
"1516","Kouadio Koné",1221,656,637,11,11,1,3,1,0,0,0,0,0,560,8,14
"1517","Kouamé Botué",163,30,30,0,0,0,0,0,0,0,0,0,0,19,0,1
"1518","Krépin Diatta",1012,352,346,4,1,0,2,23,2,1,0,1,0,283,2,10
"1519","Kristian Pedersen",267,161,129,32,3,0,2,4,29,0,0,0,0,115,0,4
"1520","Kristian Thorstvedt",794,303,298,5,2,0,1,6,3,0,0,0,0,233,0,8
"1521","Kristijan Bistrović",436,122,102,20,10,0,3,20,0,7,3,3,0,91,0,4
"1522","Kristijan Jakić",1518,949,839,109,18,1,4,18,89,0,0,0,0,719,1,22
"1523","Kristjan Asllani",314,222,205,15,8,1,1,10,0,7,3,4,0,193,2,2
"1524","Kristoffer Ajer",502,245,212,32,6,0,4,4,26,0,0,0,0,185,1,6
"1525","Kristoffer Askildsen",501,176,145,30,11,0,7,19,2,15,7,6,0,113,1,5
"1526","Krystian Bielik",135,49,46,3,3,0,1,0,0,0,0,0,0,42,0,2
"1527","Krzysztof Piątek",694,175,157,17,0,0,0,6,1,0,0,0,0,131,1,3
"1528","Kudus Mohammed",606,172,151,20,4,1,1,7,1,1,1,0,0,135,1,3
"1529","Kurt Zouma",1184,576,553,21,8,0,10,0,2,0,0,0,0,495,2,1
"1530","Kwon Chang-hoon",56,25,24,1,0,0,0,3,0,1,0,0,0,19,0,2
"1531","Kwon Kyung-won",1,9,8,1,1,0,0,0,0,0,0,0,0,9,0,0
"1532","Kye Rowles",270,118,114,3,2,0,1,0,0,0,0,0,0,102,1,1
"1533","Kyle Walker",616,662,614,48,7,0,9,5,41,0,0,0,0,594,0,2
"1534","Kyle Walker-Peters",952,471,365,106,4,0,1,27,102,0,0,0,0,338,0,24
"1535","Kylian Mbappé",1877,875,832,41,2,6,3,53,6,16,4,0,0,693,2,17
"1536","Kyliane Dong",58,14,14,0,0,0,1,2,0,0,0,0,0,7,0,2
"1537","Kyogo Furuhashi",359,55,44,11,1,0,0,3,1,0,0,0,0,38,0,2
"1538","Lago Junior",52,18,18,0,0,0,0,2,0,0,0,0,0,12,0,1
"1539","Lameck Banda",889,209,204,4,0,0,0,23,2,2,2,0,0,129,1,13
"1540","Largie Ramazani",799,170,154,12,0,2,1,6,2,1,1,0,0,112,4,10
"1541","Lars Stindl",680,272,255,17,6,2,1,10,1,8,2,6,0,210,0,10
"1542","Lassana Coulibaly",1163,459,451,8,7,2,2,3,1,0,0,0,0,389,0,13
"1543","Lassina Franck Traoré",244,49,42,6,0,1,0,0,0,0,0,0,0,35,1,3
"1544","Lassine Sinayoko",861,313,310,3,0,1,3,18,2,0,0,0,0,225,0,10
"1545","Latasa",61,20,19,0,0,0,1,0,0,0,0,0,0,14,1,0
"1546","Lauren Ulrich",6,5,4,1,0,0,0,1,0,1,0,1,0,4,0,0
"1547","Laurent Abergel",807,378,370,7,7,3,2,2,0,0,0,0,0,339,1,3
"1548","Lautaro Martínez",1706,406,368,36,1,4,6,6,1,0,0,0,0,299,2,11
"1549","Lawrence Ati-Zigi",180,52,24,28,6,0,0,0,0,0,0,0,0,34,0,0
"1550","Layvin Kurzawa",44,13,7,6,0,0,0,0,6,0,0,0,0,9,0,1
"1551","Lazar Samardzic",528,262,233,28,11,1,8,21,1,16,11,0,0,217,1,5
"1552","Lázaro",206,75,70,5,0,0,1,4,1,1,1,0,0,61,0,1
"1553","Leander Dendoncker",604,288,279,9,7,0,2,3,2,0,0,0,0,258,0,9
"1554","Leandro Barreiro Martins",668,164,159,2,2,0,0,3,0,0,0,0,0,113,3,6
"1555","Leandro Cabrera",1107,590,549,37,26,0,7,3,11,0,0,0,0,434,4,6
"1556","Leandro Paredes",854,643,576,66,48,1,3,21,6,12,8,3,0,589,1,5
"1557","Leandro Sanca",25,9,8,1,0,0,0,2,0,0,0,0,0,7,0,0
"1558","Leandro Trossard",1219,509,483,23,3,9,7,35,20,0,0,0,0,366,3,17
"1559","Lebo Mothiba",156,32,31,1,0,0,0,3,1,0,0,0,0,23,0,0
"1560","Lee Buchanan",223,113,99,14,1,1,1,11,13,0,0,0,0,78,0,0
"1561","Lee Jae-sung",891,419,413,3,0,0,3,11,2,0,0,0,0,320,3,8
"1562","Lee Kangin",1140,420,344,74,20,4,8,79,1,42,15,21,0,305,2,13
"1563","Lennart Grill",360,173,150,23,12,0,0,0,0,0,0,0,0,121,0,1
"1564","Leny Yoro",101,44,40,4,4,0,0,0,0,0,0,0,0,32,0,0
"1565","Léo Baptistão",564,182,178,3,0,2,2,8,3,0,0,0,0,119,1,7
"1566","Leo Greiml",222,123,121,2,2,0,0,2,0,0,0,0,0,99,0,1
"1567","Léo Leroy",256,113,111,1,1,1,0,1,0,0,0,0,0,79,1,2
"1568","Leo Skiri Østigård",400,381,367,13,12,0,10,0,1,0,0,0,0,332,1,2
"1569","Leon Bailey",827,239,220,19,3,2,1,48,3,10,8,0,0,146,0,12
"1570","Leon Goretzka",1061,569,556,8,6,1,2,6,2,0,0,0,0,460,5,4
"1571","Leon King",374,198,190,8,4,0,2,1,4,0,0,0,0,156,0,5
"1572","Leonardo Balerdi",1691,1077,1047,26,22,0,5,1,1,0,0,0,0,926,4,8
"1573","Leonardo Bittencourt",572,264,262,2,1,1,1,9,1,0,0,0,0,196,0,11
"1574","Leonardo Bonucci",1044,654,596,54,21,2,7,1,2,0,0,0,0,561,4,0
"1575","Leonardo César Jardim",540,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"1576","Leonardo Sernicola",905,326,261,62,2,0,3,43,51,9,0,8,0,210,3,9
"1577","Leonardo Spinazzola",737,416,326,90,7,2,7,21,83,0,0,0,0,324,0,9
"1578","Leroy Sané",1148,628,617,8,0,9,0,7,4,3,1,0,0,518,3,7
"1579","Levi Colwill",103,84,73,10,2,0,0,0,8,0,0,0,0,68,1,1
"1580","Levin Öztunalı",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1581","Lewis Cook",1193,516,472,42,26,1,3,28,0,9,9,0,0,406,2,13
"1582","Lewis Dunk",1260,964,922,41,31,0,9,1,2,0,0,0,0,858,1,6
"1583","Lewis Ferguson",510,224,218,5,3,2,0,3,2,0,0,0,0,182,1,6
"1584","Lewis Hall",72,29,23,6,0,0,1,4,4,2,2,0,0,20,0,1
"1585","Lewis O'Brien",525,197,191,6,4,0,0,3,2,0,0,0,0,155,0,3
"1586","Liam Cooper",675,374,363,11,11,0,2,0,0,0,0,0,0,291,0,2
"1587","Liam Henderson",598,264,248,12,4,3,1,17,2,2,1,0,0,202,4,6
"1588","Liam Millar",10,9,7,2,0,0,0,2,1,1,1,0,0,4,0,0
"1589","Liberato Cacace",130,84,69,15,3,0,0,6,12,0,0,0,0,65,0,2
"1590","Libor Holík",290,85,60,25,1,0,0,15,24,0,0,0,0,55,0,2
"1591","Liel Abada",217,59,58,1,0,0,0,10,1,0,0,0,0,39,0,4
"1592","Lilian Brassier",1200,705,609,91,21,1,6,28,70,0,0,0,0,545,5,14
"1593","Lilian Egloff",236,67,60,4,0,2,0,2,1,0,0,0,0,39,3,2
"1594","Linton Maina",808,207,199,8,0,0,0,23,1,6,2,3,0,145,0,17
"1595","Lionel Messi",1740,1227,1128,80,20,34,4,53,3,49,17,24,0,995,19,36
"1596","Lisandro Martínez",1326,901,826,70,18,5,7,1,2,0,0,0,0,775,5,3
"1597","Lloyd Kelly",450,222,194,28,11,0,2,5,16,0,0,0,0,169,0,2
"1598","Logan Costa",45,20,20,0,0,0,0,0,0,0,0,0,0,18,0,0
"1599","Lohann Doucet",64,60,58,2,2,0,1,0,0,0,0,0,0,50,0,1
"1600","Loïc Bade",90,59,59,0,0,0,0,0,0,0,0,0,0,52,0,0
"1601","Lois Diony",437,115,100,15,0,0,1,3,2,0,0,0,0,90,0,2
"1602","Loïs Openda",958,194,173,21,1,3,1,11,1,0,0,0,0,131,0,9
"1603","Loren Morón",15,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
"1604","Lorenz Assignon",179,106,87,18,3,0,0,2,15,0,0,0,0,88,1,1
"1605","Lorenzo Colombo",472,101,97,2,0,0,1,1,0,0,0,0,0,69,2,1
"1606","Lorenzo De Silvestri",518,260,197,63,5,1,1,6,58,0,0,0,0,184,0,3
"1607","Lorenzo Montipò",1350,467,304,161,40,0,1,0,0,0,0,0,0,308,2,0
"1608","Lorenzo Pellegrini",1099,527,440,87,35,3,6,66,2,45,21,24,0,388,0,14
"1609","Lorenzo Pirola",400,190,180,8,7,0,1,0,1,0,0,0,0,148,2,5
"1610","Lorenzo Venuti",351,258,208,49,6,0,0,12,40,3,0,2,0,217,1,6
"1611","Lovro Majer",583,353,329,21,7,0,0,24,1,13,5,4,0,281,3,17
"1612","Luca Caldirola",894,599,570,28,18,1,4,0,3,0,0,0,0,540,1,1
"1613","Luca D'Andrea",316,84,80,4,0,1,0,7,1,3,0,0,0,61,0,1
"1614","Luca de la Torre",54,31,31,0,0,0,0,0,0,0,0,0,0,29,0,0
"1615","Luca Kilian",1096,673,651,19,13,0,5,0,3,0,0,0,0,578,3,5
"1616","Luca Koleosho",25,12,12,0,0,0,0,1,0,0,0,0,0,7,0,1
"1617","Luca Marrone",135,84,78,6,6,0,0,0,0,0,0,0,0,78,0,0
"1618","Luca Netz",143,56,41,15,3,0,0,1,12,0,0,0,0,40,0,2
"1619","Luca Pellegrini",758,549,407,134,15,1,9,69,97,22,16,2,0,370,8,28
"1620","Luca Pfeiffer",407,119,110,8,0,0,4,1,0,0,0,0,0,73,1,2
"1621","Luca Ranieri",90,13,13,0,0,0,0,0,0,0,0,0,0,6,0,0
"1622","Luca Waldschmidt",277,75,68,7,0,0,0,1,0,0,0,0,0,56,0,1
"1623","Luca Zanimacchia",658,279,240,38,8,0,0,42,2,19,9,8,0,188,1,7
"1624","Lucas Alario",259,58,54,4,0,0,0,0,0,0,0,0,0,40,0,1
"1625","Lucas Boyé",730,187,167,20,0,1,2,6,0,0,0,0,0,150,0,9
"1626","Lucas Cavallini",19,2,2,0,0,0,0,1,0,0,0,0,0,2,0,0
"1627","Lucas Chevalier",810,262,207,55,19,1,0,0,0,0,0,0,0,172,0,0
"1628","Lucas Digne",811,517,424,92,13,0,2,37,74,5,2,2,0,395,1,11
"1629","Lucas Gourna-Douath",315,154,152,1,1,0,0,1,0,0,0,0,0,118,1,2
"1630","Lucas Hernández",661,522,490,28,3,0,11,3,24,0,0,0,0,460,4,6
"1631","Lucas Höler",101,31,30,1,0,0,0,0,0,0,0,0,0,18,0,3
"1632","Lucas Martínez Quarta",1046,767,742,24,22,0,17,0,2,0,0,0,0,640,1,5
"1633","Lucas Moura",273,115,108,6,0,0,1,10,5,1,0,0,0,75,1,5
"1634","Lucas Ocampos",149,64,60,3,0,0,0,0,3,0,0,0,0,54,1,1
"1635","Lucas Olaza",641,378,272,105,15,0,1,41,79,11,1,10,0,295,1,7
"1636","Lucas Oliveira Rosa",323,115,78,37,3,0,0,9,34,0,0,0,0,77,0,2
"1637","Lucas Paquetá",865,509,481,24,5,9,3,12,5,1,0,0,0,406,4,9
"1638","Lucas Pérez",593,223,172,48,10,0,2,39,0,23,15,6,0,159,3,4
"1639","Lucas Perrin",553,287,270,16,11,0,4,5,4,0,0,0,0,238,1,5
"1640","Lucas Robertone",1016,444,391,49,20,3,5,52,2,26,11,12,0,338,4,3
"1641","Lucas Taylor",312,113,91,22,0,0,0,2,22,0,0,0,0,88,0,4
"1642","Lucas Torró",1122,476,470,6,6,0,6,1,0,0,0,0,0,390,0,8
"1643","Lucas Tousart",1245,372,366,5,5,1,2,8,0,0,0,0,0,239,1,14
"1644","Lucas Vázquez",554,446,394,52,6,1,4,22,46,0,0,0,0,394,0,3
"1645","Lucas Veríssimo",3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"1646","Lucien Agoume",106,64,61,3,2,0,0,2,1,0,0,0,0,53,0,1
"1647","Luděk Pernica",495,139,128,11,4,0,1,0,3,0,0,0,0,121,0,0
"1648","Ludovic Ajorque",508,178,167,9,1,3,0,0,0,0,0,0,0,126,2,1
"1649","Ludovic Blas",1138,471,432,35,18,1,17,32,5,6,4,2,0,380,4,10
"1650","Ludwig Augustinsson",53,24,16,8,1,0,0,1,7,0,0,0,0,14,0,0
"1651","Luigi Sepe",1350,552,370,178,44,0,1,0,0,0,0,0,0,373,4,0
"1652","Luis Alberto",545,410,360,48,17,4,2,31,2,23,10,10,0,329,2,9
"1653","Luis Chávez",180,83,72,11,6,1,3,12,0,5,2,2,0,65,0,0
"1654","Luis Díaz",882,355,351,4,0,0,7,9,4,0,0,0,0,282,0,12
"1655","Luis Hernández",1079,524,430,94,25,0,8,5,69,0,0,0,0,383,0,3
"1656","Luis Javier Suárez",407,110,105,5,0,0,1,1,0,0,0,0,0,74,0,4
"1657","Luís Maximiano",5,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
"1658","Luis Milla",650,347,302,43,28,0,5,24,0,15,4,10,0,272,2,5
"1659","Luis Muriel",518,200,173,26,3,3,7,24,5,10,6,2,0,124,1,5
"1660","Luís Neto",39,36,36,0,0,0,0,0,0,0,0,0,0,34,0,0
"1661","Luis Pérez",387,168,134,32,1,1,0,10,31,0,0,0,0,131,2,7
"1662","Luis Sinisterra",453,195,193,2,0,2,4,4,2,0,0,0,0,162,0,6
"1663","Luis Suárez",81,22,20,2,0,0,1,0,0,0,0,0,0,12,0,2
"1664","Luiz Felipe",414,218,207,10,10,0,2,0,0,0,0,0,0,194,1,1
"1665","Luiz Henrique",741,193,189,4,1,0,2,10,3,0,0,0,0,142,0,11
"1666","Luka Ivanušec",524,215,211,4,1,0,3,4,3,0,0,0,0,175,0,6
"1667","Luka Jović",749,139,123,16,0,0,0,1,0,0,0,0,0,104,0,4
"1668","Luka Lochoshvili",964,436,418,17,14,0,0,5,3,0,0,0,0,348,1,4
"1669","Luka Milivojević",279,155,148,6,5,0,2,2,1,0,0,0,0,127,1,0
"1670","Luka Modrić",1359,1191,1121,68,29,8,16,47,5,30,9,14,0,1040,2,15
"1671","Luka Romero",119,61,59,2,0,0,0,0,2,0,0,0,0,55,0,0
"1672","Luka Sučić",398,199,182,15,1,4,1,3,0,3,0,1,0,151,2,7
"1673","Lukáš Hejda",512,84,80,3,3,0,0,1,0,0,0,0,0,73,1,2
"1674","Lukáš Hrádecký",1799,682,517,164,42,0,0,0,0,0,0,0,0,514,1,0
"1675","Lukáš Kalvach",492,238,207,31,18,0,4,23,0,13,5,4,0,171,0,7
"1676","Lukas Klostermann",111,63,57,6,1,0,0,1,5,0,0,0,0,50,0,0
"1677","Lukas Kübler",422,242,213,29,0,0,2,13,29,0,0,0,0,163,0,6
"1678","Lukas Lerager",372,141,138,3,1,1,2,4,2,0,0,0,0,109,0,2
"1679","Lukas Nmecha",817,181,171,10,0,1,2,2,3,0,0,0,0,119,0,8
"1680","Lukas Petkov",146,34,32,2,0,0,0,0,1,0,0,0,0,18,0,2
"1681","Łukasz Fabiański",1243,408,292,114,25,0,2,0,0,0,0,0,0,292,2,0
"1682","Łukasz Poręba",202,97,96,1,1,0,0,5,0,0,0,0,0,80,0,0
"1683","Łukasz Skorupski",1350,544,387,155,46,0,3,0,0,0,0,0,0,423,2,0
"1684","Luke Ayling",159,89,69,19,2,0,2,5,17,0,0,0,0,68,1,4
"1685","Luke Harris",7,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0
"1686","Luke Shaw",1027,904,791,108,17,0,8,41,86,5,2,3,0,755,5,16
"1687","Luke Thomas",273,186,145,41,5,0,0,3,36,0,0,0,0,152,0,5
"1688","Lyanco",236,129,112,17,1,0,0,0,16,0,0,0,0,93,0,3
"1689","Lynnt Audoor",11,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
"1690","M'Bala Nzola",1350,286,272,13,1,0,0,3,2,0,0,0,0,228,1,7
"1691","M'Baye Niang",555,125,103,22,0,0,1,4,1,0,0,0,0,80,0,6
"1692","Mads Bech Sørensen",20,11,7,4,0,0,0,0,4,0,0,0,0,7,0,0
"1693","Mads Pedersen",694,262,191,70,8,0,2,27,57,5,0,3,0,171,1,12
"1694","Mads Roerslev",433,143,130,13,1,1,0,11,12,0,0,0,0,94,0,10
"1695","Maghnes Akliouche",248,106,100,5,1,0,0,9,3,1,1,0,0,79,1,4
"1696","Mahdi Camara",582,258,242,14,3,0,1,5,5,0,0,0,0,222,2,6
"1697","Mahir Madatov",21,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
"1698","Mahmoud Dahoud",182,121,117,2,2,0,1,1,0,0,0,0,0,92,2,6
"1699","Majid Hosseini",270,105,99,6,4,0,2,0,1,0,0,0,0,85,0,1
"1700","Makoto Hasebe",464,276,263,12,12,0,2,0,0,0,0,0,0,229,1,1
"1701","Malang Sarr",243,141,136,4,3,0,1,0,1,0,0,0,0,123,1,2
"1702","Malcolm Ebiowei",34,10,10,0,0,0,0,3,0,0,0,0,0,5,0,2
"1703","Malcom Abdulai Ares Djalo",5,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0
"1704","Malick Thiaw",393,227,223,4,2,0,2,0,2,0,0,0,0,196,0,0
"1705","Malik Tillman",244,57,56,1,0,0,0,1,1,0,0,0,0,40,0,3
"1706","Malo Gusto",1214,1071,920,149,16,1,0,81,132,1,0,0,0,877,2,27
"1707","Mama Samba Baldé",1206,239,205,32,0,0,4,6,0,0,0,0,0,164,2,10
"1708","Mamadou Mbaye",209,72,70,1,1,0,0,0,0,0,0,0,0,53,1,1
"1709","Mamadou Sakho",392,273,259,13,12,0,0,0,0,0,0,0,0,235,1,0
"1710","Mamady Diarra",66,9,9,0,0,0,0,0,0,0,0,0,0,8,0,1
"1711","Manolo Gabbiadini",573,186,164,19,2,1,1,13,2,10,2,7,0,116,3,4
"1712","Manor Solomon",25,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
"1713","Manu Morlanes",145,42,38,3,3,0,0,0,0,0,0,0,0,32,1,2
"1714","Manu Trigueros",250,134,129,5,5,0,0,0,0,0,0,0,0,122,0,1
"1715","Manu Vallejo",206,89,87,1,0,1,0,7,0,0,0,0,0,68,1,2
"1716","Manuel Akanji",1196,1034,1007,27,10,0,9,0,15,0,0,0,0,964,0,1
"1717","Manuel De Luca",33,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
"1718","Manuel Gulde",80,46,45,1,0,0,0,0,0,0,0,0,0,38,0,0
"1719","Manuel Lanzini",126,83,81,2,0,0,0,1,0,0,0,0,0,68,0,2
"1720","Manuel Lazzari",992,573,475,97,8,0,1,13,89,0,0,0,0,505,1,9
"1721","Manuel Locatelli",1191,687,657,29,24,1,11,6,4,1,1,0,0,578,1,15
"1722","Manuel Neuer",1530,722,593,128,24,0,0,0,1,0,0,0,0,632,1,0
"1723","Manuel Riemann",1350,785,588,191,74,0,17,1,0,0,0,0,0,477,6,2
"1724","Manuel Sánchez",470,231,185,42,1,0,0,23,41,0,0,0,0,177,4,6
"1725","Manuel Ugarte Ribeiro",467,238,229,8,6,0,2,1,1,0,0,0,0,201,1,2
"1726","Maranhão",370,45,39,6,0,1,1,0,0,0,0,0,0,30,0,1
"1727","Marash Kumbulla",44,20,20,0,0,0,0,0,0,0,0,0,0,20,0,0
"1728","Marc-André ter Stegen",1620,657,534,123,30,0,1,0,0,0,0,0,0,570,0,0
"1729","Marc-Oliver Kempf",1294,629,588,39,39,0,8,0,0,0,0,0,0,487,2,7
"1730","Marc Albrighton",31,20,19,0,0,0,0,1,0,0,0,0,0,13,1,0
"1731","Marc Casado",24,29,28,1,1,0,0,0,0,0,0,0,0,26,0,1
"1732","Marc Cucurella",1049,864,722,137,17,0,1,39,107,13,8,3,0,721,5,17
"1733","Marc Guéhi",1260,908,874,33,32,0,15,0,1,0,0,0,0,807,1,4
"1734","Marc Roca",1031,617,594,20,11,0,7,22,2,7,4,2,0,488,3,12
"1735","Marcão",583,375,366,8,7,0,4,0,0,0,0,0,0,325,1,3
"1736","Marcel Halstenberg",755,596,515,80,20,0,5,13,57,3,2,0,0,505,1,7
"1737","Marcel Sabitzer",907,611,597,11,7,1,2,5,2,1,1,0,0,528,3,4
"1738","Marcel Wenig",4,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
"1739","Marcelo Brozović",974,794,749,42,32,1,4,13,0,10,2,7,0,691,3,12
"1740","Marcin Bułka",180,67,43,24,6,0,0,0,0,0,0,0,0,54,0,0
"1741","Marcin Kamiński",90,17,15,2,1,0,1,0,0,0,0,0,0,13,0,0
"1742","Marcin Listkowski",77,24,23,1,0,0,0,3,1,0,0,0,0,16,0,0
"1743","Marco Asensio",571,339,312,26,5,3,4,28,8,13,6,2,0,288,1,5
"1744","Marco Benassi",93,105,94,11,5,0,4,7,6,0,0,0,0,91,0,1
"1745","Marco Bizot",1260,370,245,124,28,0,1,0,0,0,0,0,0,266,1,0
"1746","Marco Carnesecchi",540,173,118,54,19,0,2,0,0,0,0,0,0,109,1,0
"1747","Marco D'Alessandro",265,96,89,6,1,0,0,11,5,0,0,0,0,69,1,2
"1748","Marco Friedl",1154,779,728,47,22,1,20,19,15,10,0,3,0,632,4,6
"1749","Marco Pašalić",11,7,7,0,0,0,0,1,0,0,0,0,0,6,0,0
"1750","Marco Reus",811,292,267,24,11,0,1,13,0,1,0,0,0,224,1,11
