"","Player","Min","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Vs_Dribbles","Att_Vs_Dribbles","Tkl_percent_Vs_Dribbles","Past_Vs_Dribbles","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err"
"1437","Karim Boudiaf",185,2,1,0,2,0,2,5,NA,3,0,0,0,0,2,3,0
"1438","Karim Onisiwo",1303,7,4,0,2,5,2,6,NA,4,8,0,8,1,8,2,0
"1439","Karim Rekik",513,1,0,1,0,0,1,2,NA,1,3,0,3,6,7,9,0
"1440","Karl Toko Ekambi",1165,5,5,2,1,2,2,11,NA,9,8,2,6,8,13,4,0
"1441","Karol Fila",47,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,0
"1442","Karol Linetty",947,20,9,2,17,1,7,12,NA,5,13,3,10,13,33,15,0
"1443","Karol Świderski",45,4,1,1,1,2,2,3,66.7,1,0,0,0,2,6,0,0
"1444","Kasper Dolberg",421,2,1,0,2,0,1,4,NA,3,2,0,2,1,3,7,0
"1445","Kasper Schmeichel",1440,0,0,0,0,0,0,0,NA,0,1,0,1,1,1,1,0
"1446","Kays Ruiz",62,1,1,1,0,0,0,1,0,1,2,1,1,3,4,0,0
"1447","Keane Lewis-Potter",287,0,0,0,0,0,0,0,NA,0,5,1,4,0,0,2,0
"1448","Keanu Baccus",57,0,0,0,0,0,0,2,NA,2,0,0,0,0,0,1,0
"1449","Keidi Bare",330,7,3,4,1,2,3,7,NA,4,5,2,3,11,18,5,0
"1450","Kelechi Iheanacho",219,0,0,0,0,0,0,1,NA,1,2,1,1,0,0,1,0
"1451","Kellyn Acosta",43,3,2,3,0,0,2,2,200,0,0,0,0,0,3,0,0
"1452","Kelvin Amian",366,6,4,3,0,3,1,1,NA,0,2,0,2,3,9,12,0
"1453","Kenan Karaman",361,6,4,1,3,2,0,3,NA,3,4,0,4,1,7,3,0
"1454","Kendall Waston",135,3,1,3,0,0,1,1,NA,0,1,0,1,4,7,8,0
"1455","Kenedy",15,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1456","Kenji-Van Boto",90,1,1,1,0,0,1,2,50,1,0,0,0,1,2,1,0
"1457","Kenneth Taylor",422,6,3,3,3,0,3,6,NA,3,4,0,4,4,10,3,0
"1458","Kenny Tete",708,29,17,18,8,3,12,13,NA,1,11,7,4,12,41,24,0
"1459","Kepa Arrizabalaga",945,2,2,2,0,0,2,3,NA,1,0,0,0,1,3,5,0
"1460","Kerem Demirbay",1051,22,11,8,13,1,9,23,NA,14,18,4,14,10,32,6,0
"1461","Kerim Calhanoglu",63,2,1,2,0,0,2,2,NA,0,1,0,1,0,2,3,0
"1462","Keven Schlotterbeck",14,0,0,0,0,0,0,0,NA,0,1,1,0,2,2,2,0
"1463","Kevin-Prince Boateng",108,2,1,1,1,0,0,1,NA,1,1,1,0,0,2,1,0
"1464","Kevin Agudelo",910,33,16,12,15,6,13,29,NA,16,21,3,18,5,38,2,0
"1465","Kevin Akpoguma",836,32,20,18,14,0,11,16,NA,5,20,5,15,10,42,23,1
"1466","Kevin Álvarez",70,1,0,1,0,0,1,1,NA,0,2,0,2,1,2,2,0
"1467","Kevin Behrens",449,3,2,2,0,1,1,3,NA,2,7,1,6,2,5,8,0
"1468","Kevin Bonifazi",416,6,4,4,2,0,3,6,NA,3,6,4,2,6,12,21,0
"1469","Kevin Danso",1350,15,9,11,3,1,7,14,NA,7,16,12,4,14,29,54,0
"1470","Kevin De Bruyne",1575,19,10,4,10,5,10,23,NA,13,16,2,14,3,22,6,0
"1471","Kevin Diks",335,13,7,7,3,3,6,7,NA,1,7,4,3,4,17,10,0
"1472","Kévin Gameiro",1065,14,6,3,10,1,5,12,NA,7,4,1,3,4,18,0,0
"1473","Kevin Jauch",2,1,0,0,1,0,0,0,NA,0,1,0,1,0,1,0,0
"1474","Kevin Kampl",904,22,15,7,13,2,6,13,NA,7,15,5,10,12,34,3,1
"1475","Kévin Keben Biakolo",304,3,2,2,0,1,0,1,NA,1,1,0,1,4,7,8,0
"1476","Kevin Lasagna",634,4,2,2,1,1,2,4,NA,2,7,1,6,1,5,4,0
"1477","Kevin Mbabu",144,3,2,2,1,0,1,3,NA,2,2,0,2,3,6,3,0
"1478","Kevin Paredes",177,3,3,1,1,1,3,4,NA,1,1,0,1,2,5,2,0
"1479","Kevin Schade",182,6,4,3,2,1,3,5,NA,2,0,0,0,0,6,2,0
"1480","Kevin Spadanuda",461,7,4,4,3,0,2,9,NA,7,4,0,4,5,12,3,0
"1481","Kevin Stöger",1203,32,15,14,14,4,11,31,NA,20,13,2,11,15,47,8,0
"1482","Kévin Théophile-Catherine",75,2,2,1,1,0,2,2,100,0,1,1,0,1,3,1,0
"1483","Kevin Trapp",1890,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,4,0
"1484","Kevin Vázquez",71,2,1,0,1,1,0,0,NA,0,1,0,1,0,2,1,0
"1485","Kevin Vogt",1191,13,10,9,4,0,7,13,NA,6,10,6,4,18,31,44,0
"1486","Kevin Volland",283,4,1,0,2,2,1,3,NA,2,1,0,1,1,5,0,0
"1487","Keylor Navas",180,1,0,1,0,0,1,1,NA,0,0,0,0,1,2,0,1
"1488","Keysher Fuller",180,4,4,3,1,0,3,6,125,3,2,0,2,3,7,8,0
"1489","Khalil Fayad",329,14,7,5,9,0,5,8,NA,3,3,0,3,2,16,2,0
"1490","Khéphren Thuram-Ulie",908,19,11,8,10,1,7,15,NA,8,9,4,5,10,29,13,0
"1491","Khvicha Kvaratskhelia",1235,22,10,7,3,12,11,22,NA,11,11,0,11,0,22,8,1
"1492","Kieffer Moore",975,11,9,3,6,2,3,13,NA,10,8,5,3,2,13,19,0
"1493","Kieran Tierney",354,6,2,3,3,0,3,4,NA,1,4,1,3,6,12,12,0
"1494","Kieran Trippier",1530,35,26,20,15,0,22,37,1051.7,15,23,9,14,21,56,36,0
"1495","Kiernan Dewsbury-Hall",1134,17,10,4,12,1,7,19,NA,12,21,2,19,13,30,9,0
"1496","Kike",428,1,1,0,1,0,0,1,NA,1,0,0,0,1,2,6,0
"1497","Kike Barja",287,3,1,1,1,1,0,2,NA,2,1,0,1,2,5,1,0
"1498","Kike Pérez",966,23,7,12,9,2,7,24,NA,17,9,2,7,8,31,10,0
"1499","Kiko Femenía",847,6,3,4,1,1,4,7,NA,3,11,5,6,14,20,17,0
"1500","Kilian Fischer",114,1,0,0,1,0,0,1,NA,1,2,0,2,2,3,2,0
"1501","Kiliann Sildillia",1159,14,8,3,9,2,7,9,NA,2,12,4,8,14,28,18,1
"1502","Kim Jin-su",180,6,3,3,2,1,4,4,200,0,2,0,2,1,7,3,0
"1503","Kim Min-jae",1799,28,18,22,5,1,11,13,NA,2,24,20,4,28,56,77,1
"1504","Kim Moonhwan",180,3,2,2,1,0,2,3,150,1,2,0,2,2,5,7,0
"1505","Kim Seung-gyu",180,0,0,0,0,0,0,0,NA,0,0,0,0,2,2,1,0
"1506","Kim Young-gwon",180,1,1,1,0,0,0,1,NA,1,1,1,0,1,2,7,0
"1507","Kingsley Coman",813,13,11,3,8,2,6,10,NA,4,8,0,8,4,17,3,0
"1508","Kingsley Ehizibue",330,6,5,3,2,1,4,5,NA,1,4,1,3,3,9,6,0
"1509","Kingsley Schindler",489,13,7,8,4,1,11,16,NA,5,5,1,4,7,20,13,0
"1510","Ko Itakura",595,10,5,6,3,1,3,8,NA,5,11,6,5,10,20,36,0
"1511","Koen Casteels",1350,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,5,0
"1512","Koffi Djidji",894,17,9,10,6,1,3,8,NA,5,11,4,7,18,35,27,0
"1513","Koke",1123,22,15,9,11,2,8,21,NA,13,10,5,5,2,24,9,0
"1514","Komnen Andrić",1012,10,4,2,5,3,2,11,NA,9,6,1,5,8,18,7,0
"1515","Koni De Winter",535,10,5,9,1,0,3,4,NA,1,10,10,0,6,16,28,0
"1516","Konrad Laimer",415,13,7,7,3,3,6,12,NA,6,9,1,8,4,17,2,0
"1517","Konstantinos Mavropanos",1147,29,17,20,8,1,15,17,NA,2,22,13,9,31,60,52,0
"1518","Koray Günter",810,9,5,0,8,1,3,4,NA,1,21,13,8,26,35,38,0
"1519","Kostas Stafylidis",372,15,10,6,6,3,4,6,NA,2,8,2,6,5,20,9,1
"1520","Kostas Tsimikas",708,13,8,7,6,0,8,12,NA,4,8,3,5,7,20,9,0
"1521","Kouadio Koné",1221,29,16,17,11,1,8,16,NA,8,20,5,15,11,40,4,0
"1522","Kouamé Botué",163,2,1,1,1,0,0,2,NA,2,1,0,1,0,2,1,0
"1523","Krépin Diatta",1012,5,3,1,3,1,3,6,NA,3,15,1,14,7,12,3,0
"1524","Kristian Pedersen",267,5,4,4,1,0,0,2,NA,2,3,0,3,5,10,17,0
"1525","Kristian Thorstvedt",724,6,3,3,3,0,2,7,NA,5,8,0,8,9,15,10,0
"1526","Kristijan Bistrović",428,3,1,3,0,0,0,4,NA,4,2,0,2,0,3,2,0
"1527","Kristijan Jakić",1518,41,22,23,16,2,26,45,NA,19,28,8,20,8,49,39,2
"1528","Kristjan Asllani",320,6,3,2,3,1,3,3,NA,0,2,0,2,3,9,8,0
"1529","Kristoffer Ajer",502,9,7,4,3,2,7,13,NA,6,5,4,1,5,14,11,0
"1530","Kristoffer Askildsen",501,5,2,1,2,2,2,5,NA,3,10,2,8,8,13,5,0
"1531","Krystian Bielik",196,4,2,1,2,1,2,4,NA,2,1,0,1,5,9,6,0
"1532","Krzysztof Piątek",556,2,1,0,1,1,1,4,NA,3,0,0,0,0,2,9,0
"1533","Kudus Mohammed",606,7,5,4,3,0,3,5,NA,2,7,0,7,6,13,3,0
"1534","Kurt Zouma",1184,4,2,2,2,0,3,6,NA,3,6,6,0,13,17,68,0
"1535","Kwon Chang-hoon",56,1,0,0,1,0,1,1,100,0,0,0,0,0,1,0,0
"1536","Kwon Kyung-won",1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1537","Kye Rowles",270,7,2,4,3,0,3,5,NA,2,8,6,2,6,13,14,1
"1538","Kyle Walker",616,2,1,1,1,0,0,4,NA,4,1,0,1,4,6,5,0
"1539","Kyle Walker-Peters",952,21,12,11,8,2,7,13,NA,6,15,5,10,10,31,22,0
"1540","Kylian Mbappé",1877,4,2,0,2,2,0,6,NA,6,3,0,3,3,7,6,0
"1541","Kyliane Dong",58,2,1,0,1,1,1,1,NA,0,0,0,0,0,2,0,0
"1542","Kyogo Furuhashi",359,2,0,1,0,1,1,1,NA,0,4,0,4,0,2,1,0
"1543","Lago Junior",52,1,0,0,1,0,1,1,NA,0,0,0,0,0,1,0,0
"1544","Lameck Banda",807,13,10,7,5,1,7,17,NA,10,14,1,13,3,16,2,0
"1545","Largie Ramazani",799,7,5,3,0,4,5,12,NA,7,6,0,6,5,12,1,0
"1546","Lars Stindl",680,7,2,2,4,1,6,10,NA,4,11,2,9,4,11,11,0
"1547","Lassana Coulibaly",991,41,21,19,17,5,16,24,NA,8,13,2,11,6,47,9,2
"1548","Lassina Franck Traoré",244,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,0
"1549","Lassine Sinayoko",861,22,10,12,6,4,13,22,NA,9,7,0,7,7,29,13,0
"1550","Latasa",61,1,1,0,0,1,0,0,NA,0,2,1,1,1,2,1,0
"1551","Lauren Ulrich",6,1,1,0,0,1,0,0,NA,0,0,0,0,0,1,0,0
"1552","Laurent Abergel",807,32,17,23,9,0,10,27,NA,17,12,2,10,12,44,10,0
"1553","Lautaro Martínez",1718,15,8,1,9,5,3,8,NA,5,18,1,17,10,25,12,1
"1554","Lawrence Ati-Zigi",180,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1555","Layvin Kurzawa",44,2,1,1,1,0,2,2,100,0,0,0,0,1,3,1,0
"1556","Lazar Samardzic",450,12,6,3,6,3,5,13,NA,8,2,0,2,6,18,5,0
"1557","Lázaro",206,0,0,0,0,0,0,3,NA,3,6,0,6,1,1,1,0
"1558","Leander Dendoncker",604,16,7,9,6,1,9,15,NA,6,14,4,10,15,31,13,0
"1559","Leandro Barreiro Martins",668,12,9,2,8,2,3,7,NA,4,11,4,7,10,22,7,0
"1560","Leandro Cabrera",1107,11,5,9,2,0,7,11,NA,4,15,11,4,20,31,59,2
"1561","Leandro Paredes",858,21,9,12,8,1,12,20,NA,8,12,5,7,13,34,6,0
"1562","Leandro Sanca",25,1,1,0,0,1,1,1,NA,0,0,0,0,0,1,0,0
"1563","Leandro Trossard",1219,12,7,8,2,2,3,7,NA,4,16,0,16,6,18,1,0
"1564","Lebo Mothiba",156,1,0,1,0,0,0,0,NA,0,1,0,1,0,1,1,0
"1565","Lee Buchanan",223,6,5,2,4,0,4,5,NA,1,3,0,3,7,13,10,0
"1566","Lee Jae-sung",891,19,9,3,12,4,7,17,NA,10,18,3,15,9,28,6,0
"1567","Lee Kangin",1140,15,9,3,9,3,6,24,NA,18,8,1,7,2,17,2,0
"1568","Lennart Grill",360,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,1
"1569","Leny Yoro",101,1,1,1,0,0,0,0,NA,0,2,1,1,5,6,8,0
"1570","Léo Baptistão",564,14,9,7,5,2,8,13,NA,5,3,0,3,8,22,4,0
"1571","Leo Greiml",222,3,1,1,1,1,3,5,NA,2,4,3,1,1,4,10,0
"1572","Léo Leroy",256,14,10,7,5,2,9,16,NA,7,7,1,6,2,16,1,0
"1573","Leo Skiri Østigård",310,5,2,3,2,0,2,3,NA,1,4,1,3,3,8,22,0
"1574","Leon Bailey",827,6,3,3,2,1,3,10,NA,7,6,0,6,2,8,3,0
"1575","Leon Goretzka",1061,31,24,14,15,2,15,25,NA,10,14,2,12,8,39,13,1
"1576","Leon King",374,10,5,8,1,1,3,11,NA,8,5,2,3,5,15,12,0
"1577","Leonardo Balerdi",1691,41,25,25,14,2,21,35,NA,14,28,18,10,45,86,54,1
"1578","Leonardo Bittencourt",572,15,9,2,11,2,5,10,NA,5,3,0,3,7,22,1,0
"1579","Leonardo Bonucci",954,5,3,2,3,0,3,7,NA,4,13,11,2,9,14,32,0
"1580","Leonardo César Jardim",450,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"1581","Leonardo Sernicola",815,20,15,10,6,4,11,13,NA,2,8,1,7,18,38,16,0
"1582","Leonardo Spinazzola",737,4,3,3,1,0,2,3,NA,1,10,3,7,4,8,12,0
"1583","Leroy Sané",1148,14,11,1,8,5,5,11,NA,6,6,1,5,4,18,0,0
"1584","Levi Colwill",103,1,1,0,1,0,0,0,NA,0,2,1,1,5,6,3,0
"1585","Levin Öztunalı",6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1586","Lewis Cook",1193,25,16,8,14,3,10,23,558.3,13,20,8,12,14,39,16,0
"1587","Lewis Dunk",1260,10,6,9,1,0,4,11,NA,7,15,10,5,16,26,45,0
"1588","Lewis Ferguson",363,10,4,5,2,3,3,6,NA,3,3,2,1,5,15,7,0
"1589","Lewis Hall",72,1,0,1,0,0,1,3,33.3,2,0,0,0,3,4,1,0
"1590","Lewis O'Brien",525,16,9,4,11,1,6,10,NA,4,12,2,10,5,21,7,0
"1591","Liam Cooper",675,13,8,10,3,0,7,13,NA,6,4,2,2,16,29,31,1
"1592","Liam Henderson",580,6,5,4,1,1,2,12,NA,10,6,1,5,7,13,2,0
"1593","Liam Millar",10,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1594","Liberato Cacace",130,11,5,7,3,1,5,6,175,1,5,3,2,0,11,2,0
"1595","Libor Holík",290,5,1,3,2,0,4,8,NA,4,2,0,2,4,9,10,0
"1596","Liel Abada",217,1,1,0,0,1,0,2,NA,2,0,0,0,2,3,1,0
"1597","Lilian Brassier",1200,14,7,9,4,1,6,10,NA,4,12,4,8,26,40,43,0
"1598","Lilian Egloff",236,11,9,3,5,3,4,5,NA,1,1,0,1,1,12,1,0
"1599","Linton Maina",808,9,5,1,7,1,5,8,NA,3,5,0,5,1,10,3,0
"1600","Lionel Messi",1830,15,12,0,6,9,4,12,NA,8,8,0,8,2,17,0,0
"1601","Lisandro Martínez",1326,28,13,20,7,1,19,24,NA,5,28,14,14,20,48,68,0
"1602","Lloyd Kelly",450,6,5,4,2,0,4,6,NA,2,5,5,0,6,12,24,0
"1603","Logan Costa",45,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0
"1604","Lohann Doucet",64,2,0,2,0,0,2,3,NA,1,2,0,2,1,3,0,0
"1605","Loïc Bade",90,1,1,1,0,0,0,0,NA,0,0,0,0,1,2,3,0
"1606","Lois Diony",437,1,0,0,1,0,1,3,NA,2,2,0,2,0,1,1,0
"1607","Loïs Openda",958,3,2,1,1,1,1,7,NA,6,5,0,5,1,4,0,0
"1608","Loren Morón",15,2,2,0,1,1,0,0,NA,0,0,0,0,0,2,1,0
"1609","Lorenz Assignon",179,6,2,4,2,0,2,4,NA,2,4,0,4,2,8,2,0
"1610","Lorenzo Colombo",400,7,2,0,5,2,2,5,NA,3,3,0,3,0,7,1,0
"1611","Lorenzo De Silvestri",518,2,2,1,0,1,2,5,NA,3,5,5,0,2,4,16,0
"1612","Lorenzo Montipò",1080,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,13,2
"1613","Lorenzo Pellegrini",957,23,10,8,12,3,6,15,NA,9,8,1,7,9,32,8,0
"1614","Lorenzo Pirola",360,12,9,9,3,0,8,9,450,1,9,7,2,7,19,15,0
"1615","Lorenzo Venuti",351,9,2,3,5,1,5,9,NA,4,1,1,0,3,12,12,2
"1616","Lovro Majer",583,11,4,5,3,3,2,9,NA,7,3,0,3,9,20,2,1
"1617","Luca Caldirola",714,8,3,6,1,1,3,7,NA,4,8,4,4,9,17,22,0
"1618","Luca D'Andrea",245,2,0,1,1,0,1,2,NA,1,1,0,1,1,3,0,0
"1619","Luca de la Torre",54,3,2,2,0,1,0,1,NA,1,1,1,0,0,3,0,0
"1620","Luca Kilian",1096,22,16,14,7,1,12,21,NA,9,16,8,8,10,32,48,0
"1621","Luca Koleosho",25,0,0,0,0,0,0,1,NA,1,1,0,1,0,0,0,0
"1622","Luca Marrone",135,0,0,0,0,0,0,2,NA,2,2,2,0,0,0,4,1
"1623","Luca Netz",143,8,4,6,2,0,6,7,NA,1,0,0,0,1,9,12,0
"1624","Luca Pellegrini",758,20,11,11,8,1,12,15,NA,3,12,2,10,10,30,16,1
"1625","Luca Pfeiffer",407,1,1,1,0,0,0,1,NA,1,1,0,1,1,2,3,0
"1626","Luca Ranieri",90,0,0,0,0,0,0,1,0,1,0,0,0,3,3,4,0
"1627","Luca Waldschmidt",277,4,1,1,1,2,1,4,NA,3,1,0,1,2,6,3,0
"1628","Luca Zanimacchia",634,17,10,8,6,3,8,20,NA,12,7,0,7,9,26,4,0
"1629","Lucas Alario",259,3,2,1,0,2,0,0,NA,0,0,0,0,0,3,10,0
"1630","Lucas Boyé",730,10,5,2,6,2,7,10,NA,3,11,2,9,6,16,13,0
"1631","Lucas Cavallini",19,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1632","Lucas Chevalier",810,1,1,1,0,0,1,1,NA,0,0,0,0,1,2,1,2
"1633","Lucas Digne",811,20,7,13,7,0,15,21,NA,6,10,5,5,12,32,23,0
"1634","Lucas Gourna-Douath",315,12,6,2,10,0,5,9,NA,4,3,0,3,4,16,1,0
"1635","Lucas Hernández",661,10,7,6,4,0,8,11,NA,3,5,3,2,13,23,9,0
"1636","Lucas Höler",101,1,1,0,1,0,0,0,NA,0,2,0,2,0,1,2,0
"1637","Lucas Martínez Quarta",1001,43,23,25,16,2,27,36,NA,9,18,8,10,24,67,41,1
"1638","Lucas Moura",273,10,7,2,3,5,2,3,NA,1,2,0,2,2,12,1,0
"1639","Lucas Ocampos",149,3,1,0,2,1,1,3,NA,2,1,0,1,2,5,2,1
"1640","Lucas Olaza",641,13,9,8,4,1,9,11,NA,2,10,2,8,7,20,14,0
"1641","Lucas Oliveira Rosa",323,16,6,11,3,2,6,9,NA,3,6,1,5,7,23,7,0
"1642","Lucas Paquetá",865,27,21,11,14,2,5,13,NA,8,16,3,13,6,33,17,0
"1643","Lucas Pérez",593,3,2,2,1,0,1,3,NA,2,2,0,2,1,4,3,0
"1644","Lucas Perrin",553,10,7,5,4,1,5,14,NA,9,3,2,1,11,21,19,0
"1645","Lucas Robertone",1016,15,8,6,7,2,6,19,NA,13,22,3,19,16,31,14,0
"1646","Lucas Taylor",312,7,2,5,2,0,2,6,NA,4,4,1,3,3,10,15,0
"1647","Lucas Torró",1122,20,13,7,10,3,7,11,NA,4,7,1,6,13,33,23,0
"1648","Lucas Tousart",1245,34,19,15,15,4,11,23,NA,12,14,1,13,19,53,34,0
"1649","Lucas Vázquez",554,15,8,5,9,1,5,8,NA,3,5,0,5,7,22,7,0
"1650","Lucas Veríssimo",3,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1651","Lucien Agoume",106,4,2,1,2,1,2,3,NA,1,2,1,1,2,6,1,0
"1652","Luděk Pernica",495,6,4,5,1,0,5,10,NA,5,6,4,2,3,9,20,0
"1653","Ludovic Ajorque",508,1,1,0,1,0,1,5,NA,4,1,1,0,1,2,4,0
"1654","Ludovic Blas",1048,20,14,7,9,4,4,18,NA,14,7,0,7,9,29,4,0
"1655","Ludwig Augustinsson",53,1,1,1,0,0,0,0,NA,0,0,0,0,0,1,1,0
"1656","Luigi Sepe",1170,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0
"1657","Luis Alberto",412,2,1,0,1,1,0,7,NA,7,5,1,4,2,4,1,0
"1658","Luis Chávez",270,1,0,0,1,0,1,4,100,3,6,0,6,1,2,3,0
"1659","Luis Díaz",882,14,10,4,7,3,5,9,NA,4,9,1,8,2,16,0,0
"1660","Luis Hernández",1079,8,5,5,2,1,6,9,NA,3,13,12,1,11,19,54,0
"1661","Luis Javier Suárez",407,5,1,1,3,1,2,4,NA,2,3,0,3,3,8,7,0
"1662","Luís Maximiano",5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1663","Luis Milla",650,19,12,11,6,2,11,18,466.7,7,3,0,3,9,28,8,1
"1664","Luis Muriel",518,4,3,1,1,2,1,6,NA,5,4,0,4,0,4,2,0
"1665","Luís Neto",39,1,1,0,1,0,0,0,NA,0,1,1,0,0,1,2,0
"1666","Luis Pérez",387,15,8,8,4,3,8,11,426.7,3,5,3,2,5,20,7,0
"1667","Luis Sinisterra",453,11,8,2,7,2,6,10,NA,4,4,0,4,6,17,1,0
"1668","Luis Suárez",81,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0
"1669","Luiz Felipe",414,9,6,4,5,0,4,7,NA,3,12,6,6,3,12,18,0
"1670","Luiz Henrique",741,22,16,10,9,3,7,20,NA,13,8,0,8,6,28,4,0
"1671","Luka Ivanušec",524,7,2,1,6,0,3,7,NA,4,3,1,2,6,13,1,0
"1672","Luka Jović",704,5,2,1,3,1,2,4,NA,2,3,1,2,2,7,8,0
"1673","Luka Lochoshvili",874,22,6,16,3,3,13,18,830,5,17,3,14,14,36,30,0
"1674","Luka Milivojević",279,9,5,4,3,2,6,6,NA,0,8,1,7,6,15,8,0
"1675","Luka Modrić",1359,18,8,6,8,4,9,15,NA,6,11,4,7,13,31,4,0
"1676","Luka Romero",68,0,0,0,0,0,0,1,0,1,2,0,2,1,1,0,0
"1677","Luka Sučić",398,5,3,1,1,3,3,10,NA,7,9,1,8,4,9,3,0
"1678","Lukáš Hejda",512,8,3,7,0,1,1,2,NA,1,9,7,2,7,15,22,0
"1679","Lukáš Hrádecký",1799,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,2
"1680","Lukáš Kalvach",492,13,5,6,5,2,4,16,NA,12,9,0,9,14,27,5,0
"1681","Lukas Klostermann",111,2,1,0,2,0,1,1,NA,0,0,0,0,0,2,2,0
"1682","Lukas Kübler",422,8,4,3,1,4,4,6,NA,2,4,2,2,4,12,6,0
"1683","Lukas Lerager",450,8,4,4,3,1,3,9,NA,6,6,0,6,14,22,5,0
"1684","Lukas Nmecha",817,5,3,0,2,3,3,3,NA,0,4,0,4,3,8,3,0
"1685","Lukas Petkov",146,5,1,4,1,0,2,3,NA,1,4,1,3,1,6,0,0
"1686","Łukasz Fabiański",1243,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,3,0
"1687","Łukasz Poręba",202,3,2,1,1,1,2,2,NA,0,2,0,2,2,5,2,0
"1688","Łukasz Skorupski",1170,1,1,1,0,0,1,1,NA,0,0,0,0,0,1,7,1
"1689","Luke Ayling",159,6,2,6,0,0,1,5,NA,4,4,3,1,2,8,3,0
"1690","Luke Harris",7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1691","Luke Shaw",1027,18,10,8,8,2,10,14,NA,4,16,1,15,15,33,14,0
"1692","Luke Thomas",273,5,4,2,2,1,3,6,NA,3,5,0,5,5,10,10,0
"1693","Lyanco",236,5,2,2,3,0,4,6,NA,2,7,6,1,3,8,11,1
"1694","Lynnt Audoor",11,1,0,0,0,1,0,0,NA,0,0,0,0,0,1,0,0
"1695","M'Bala Nzola",1260,6,3,0,3,3,1,5,NA,4,12,4,8,3,9,14,0
"1696","M'Baye Niang",555,3,2,0,2,1,0,2,NA,2,4,1,3,0,3,7,0
"1697","Mads Bech Sørensen",20,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,1,0
"1698","Mads Pedersen",694,17,9,11,5,1,5,8,NA,3,16,4,12,11,28,21,0
"1699","Mads Roerslev",433,6,3,6,0,0,2,6,NA,4,9,4,5,2,8,12,0
"1700","Maghnes Akliouche",248,6,3,3,3,0,1,3,NA,2,1,0,1,2,8,2,0
"1701","Mahdi Camara",582,18,9,1,16,1,5,12,NA,7,17,1,16,11,29,3,0
"1702","Mahir Madatov",21,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"1703","Mahmoud Dahoud",182,8,6,2,3,3,6,6,300,0,4,1,3,4,12,2,0
"1704","Majid Hosseini",270,7,4,6,1,0,6,8,250,2,3,2,1,6,13,11,0
"1705","Makoto Hasebe",464,7,6,6,1,0,3,6,NA,3,7,2,5,5,12,26,0
"1706","Malang Sarr",243,3,2,3,0,0,0,2,NA,2,4,2,2,9,12,12,0
"1707","Malcolm Ebiowei",34,1,1,1,0,0,0,1,NA,1,2,0,2,0,1,0,0
"1708","Malcom Abdulai Ares Djalo",5,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"1709","Malick Thiaw",392,5,3,4,1,0,1,2,NA,1,6,5,1,10,15,32,1
"1710","Malik Tillman",244,10,5,3,4,3,6,9,350,3,2,0,2,3,13,4,0
"1711","Malo Gusto",1214,30,20,15,8,7,13,27,NA,14,19,2,17,21,51,19,1
"1712","Mama Samba Baldé",1206,22,8,6,9,7,8,10,NA,2,12,1,11,4,26,4,0
"1713","Mamadou Mbaye",209,1,0,0,1,0,1,1,NA,0,2,1,1,1,2,14,0
"1714","Mamadou Sakho",392,6,3,2,4,0,2,3,NA,1,7,5,2,5,11,13,0
"1715","Mamady Diarra",66,2,1,2,0,0,1,2,NA,1,2,0,2,0,2,0,0
"1716","Mamoudou Karamoko",45,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
"1717","Manolo Gabbiadini",528,2,0,0,0,2,0,3,NA,3,2,0,2,1,3,2,0
"1718","Manor Solomon",25,1,0,1,0,0,1,1,100,0,0,0,0,0,1,0,0
"1719","Manu Morlanes",145,3,2,2,1,0,3,3,NA,0,2,1,1,1,4,2,0
